s,curvature,elevation,grade,bank_angle,dz_ds
2.36,0.03333333333333333,-0.001203685620010162,0.0,0.0,-0.0044483682349184366
2.38,0.03333333333333333,-0.00128876897486328,0.0,0.0,-0.004024914146719575
2.4,0.03333333333333333,-0.0013646821858789451,0.0,0.0,-0.0035338421982770984
2.42,0.03333333333333333,-0.0014301226627943641,0.0,0.0,-0.002980608771785416
2.44,0.03333333333333333,-0.001483906536750362,0.0,0.0,-0.002371590333455957
2.46,0.03333333333333333,-0.0015249862761326023,0.0,0.0,-0.0017139986902907772
2.48,0.03333333333333333,-0.001552466484361993,0.0,0.0,-0.0010157845548528013
2.5,0.03333333333333333,-0.0015656176583267146,0.0,0.0,-0.00028553074746658774
2.52,0.03333333333333333,-0.0015638877142606566,0.0,0.0,0.0004676634920557088
2.54,0.03333333333333333,-0.0015469111186444862,0.0,0.0,0.0012343054887280977
2.56,0.03333333333333333,-0.0015145154947115325,0.0,0.0,0.002004637717981657
2.58,0.03333333333333333,-0.0014667256099252198,0.0,0.0,0.002768770220837685
2.6,0.03333333333333333,-0.0014037646858780252,0.0,0.0,0.0035168150244975493
2.62,0.03333333333333333,-0.0013260530089453178,0.0,0.0,0.004239020716895199
2.64,0.03333333333333333,-0.001234203857202217,0.0,0.0,0.004925905322036055
2.66,0.03333333333333333,-0.0011290167960638752,0.0,0.0,0.005568385646816731
2.68,0.03333333333333333,-0.0010114684313295476,0.0,0.0,0.006157901319147369
2.7,0.03333333333333333,-0.0008827007432979803,0.0,0.0,0.006686531810917554
2.72,0.03333333333333333,-0.0007440071588928452,0.0,0.0,0.007147104836631894
2.74,0.03333333333333333,-0.0005968165498327043,0.0,0.0,0.007533294638052919
2.7600000000000002,0.03333333333333333,-0.0004426753733707282,0.0,0.0,0.007839708805272742
2.7800000000000002,0.03333333333333333,-0.00028322819762179437,0.0,0.0,0.008061962443355662
2.8000000000000003,0.03333333333333333,-0.00012019687563650143,0.0,0.0,0.008196738668854037
2.82,0.03333333333333333,4.464134913236377e-05,0.0,0.0,0.00824183460967288
2.84,0.03333333333333333,0.00020947650875041042,0.0,0.0,0.008196192282326941
2.86,0.03333333333333333,0.00037248904042544163,0.0,0.0,0.008059913929812503
2.88,0.03333333333333333,0.0005318730659429108,0.0,0.0,0.007834261618208722
2.9,0.03333333333333333,0.0006858595051537908,0.0,0.0,0.007521641107746859
2.92,0.03333333333333333,0.0008327387102527855,0.0,0.0,0.0071255702314147774
2.94,0.03333333333333333,0.0009708823144103821,0.0,0.0,0.006650632228186713
2.96,0.03333333333333333,0.0010987639993802541,0.0,0.0,0.006102414685706676
2.98,0.03333333333333333,0.0012149789018386494,0.0,0.0,0.005487434945817136
3.0,0.03333333333333333,0.0013182613972129399,0.0,0.0,0.004813053012957515
3.02,0.03333333333333333,0.0014075010223569503,0.0,0.0,0.004087373177555906
3.04,0.03333333333333333,0.0014817563243151761,0.0,0.0,0.0033191357217054046
3.06,0.03333333333333333,0.0015402664512251666,0.0,0.0,0.0025176002104986828
3.08,0.03333333333333333,0.0015824603327351237,0.0,0.0,0.0016924219874854124
3.1,0.03333333333333333,0.001607963330724583,0.0,0.0,0.0008535235852142817
3.12,0.03333333333333333,0.0016166012761436948,0.0,0.0,1.0962830438887572e-05
3.14,0.03333333333333333,0.0016084018439421386,0.0,0.0,-0.000825200532663016
3.16,0.03333333333333333,0.0015835932548371743,0.0,0.0,-0.0016450378595921217
3.18,0.03333333333333333,0.0015426003295584535,0.0,0.0,-0.0024388824286787555
3.2,0.03333333333333333,0.0014860379576900238,0.0,0.0,-0.003197456269013868
3.22,0.03333333333333333,0.0014147020787978989,0.0,0.0,-0.003911991250045141
3.24,0.03333333333333333,0.0013295583076882182,0.0,0.0,-0.004574342772208452
3.2600000000000002,0.03333333333333333,0.0012317283679095605,0.0,0.0,-0.00517709450363401
3.2800000000000002,0.03333333333333333,0.0011224745275428575,0.0,0.0,-0.005713652735339116
3.3000000000000003,0.03333333333333333,0.0010031822584959957,0.0,0.0,-0.006178329074606213
3.3200000000000003,0.03333333333333333,0.0008753413645586089,0.0,0.0,-0.006566410361385187
3.34,0.03333333333333333,0.000740525844040591,0.0,0.0,-0.006874214873236228
3.36,0.03333333333333333,0.0006003727696291624,0.0,0.0,-0.0070991340780048595
3.38,0.03333333333333333,0.00045656048092039645,0.0,0.0,-0.007239659397373341
3.4,0.03333333333333333,0.00031078639373422856,0.0,0.0,-0.007295393655799272
3.42,0.03333333333333333,0.00016474473468842528,0.0,0.0,-0.0072670471051542885
3.44,0.03333333333333333,2.0104509528056753e-05,0.0,0.0,-0.007156418132579527
3.46,0.03333333333333333,-0.00012151199061475602,0.0,0.0,-0.006966358974615083
3.48,0.03333333333333333,-0.0002585498494565468,0.0,0.0,-0.006700726971504856
3.5,0.03333333333333333,-0.0003895410694749505,0.0,0.0,-0.0063643220987447645
3.52,0.03333333333333333,-0.0005131227334063376,0.0,0.0,-0.005962811705562111
3.54,0.03333333333333333,-0.0006280535376974351,0.0,0.0,-0.005502643569368889
3.56,0.03333333333333333,-0.0007332284761810933,0.0,0.0,-0.0049909485387724245
3.58,0.03333333333333333,-0.0008276914792483323,0.0,0.0,-0.004435434183145119
3.6,0.03333333333333333,-0.0009106458435068982,0.0,0.0,-0.0038442709919780486
3.62,0.03333333333333333,-0.0009814623189274543,0.0,0.0,-0.0032259727704957407
3.64,0.03333333333333333,-0.001039684754326728,0.0,0.0,-0.002589272957812909
3.66,0.03333333333333333,-0.0010850332372399707,0.0,0.0,-0.001942998649131212
3.68,0.03333333333333333,-0.0011174047002919765,0.0,0.0,-0.001295944133304642
3.7,0.03333333333333333,-0.0011368710025721565,0.0,0.0,-0.0006567457611087353
3.72,0.03333333333333333,-0.0011436745307363259,0.0,0.0,-3.375993766545349e-05
3.74,0.03333333333333333,-0.0011382214000787746,0.0,0.0,0.000565054015016251
3.7600000000000002,0.03333333333333333,-0.0011210723701356759,0.0,0.0,0.0011322444518528443
3.7800000000000002,0.03333333333333333,-0.0010929316220046608,0.0,0.0,0.0016609698776808603
3.8000000000000003,0.03333333333333333,-0.0010546335750284414,0.0,0.0,0.0021450918412037195
3.8200000000000003,0.03333333333333333,-0.001007127948356512,0.0,0.0,0.0025792569314990153
3.84,0.03333333333333333,-0.0009514632977684819,0.0,0.0,0.002958966717460449
3.86,0.03333333333333333,-0.0008887692796580953,0.0,0.0,0.003280634645995182
3.88,0.03333333333333333,-0.0008202379119286746,0.0,0.0,0.003541629104431964
3.9,0.03333333333333333,-0.0007471041154808166,0.0,0.0,0.0037403020537303336
3.92,0.03333333333333333,-0.0006706258297794611,0.0,0.0,0.0038760028488527467
3.94,0.03333333333333333,-0.0005920640015267066,0.0,0.0,0.003949077078075486
3.96,0.03333333333333333,-0.0005126627466564415,0.0,0.0,0.003960850471003469
3.98,0.03333333333333333,-0.00043362998268656774,0.0,0.0,0.003913598142496276
4.0,0.03333333333333333,-0.00035611882095659035,0.0,0.0,0.003810499653489791
4.0200000000000005,0.03333333333333333,-0.0002812099965469744,0.0,0.0,0.00365558057674436
4.04,0.03333333333333333,-0.0002098955978868157,0.0,0.0,0.0034536414528856772
4.0600000000000005,0.03333333333333333,-0.00014306433843154736,0.0,0.0,0.003210175206878416
4.08,0.03333333333333333,-8.148858961167871e-05,0.0,0.0,0.0029312742646099166
4.1,0.03333333333333333,-2.5813367847153184e-05,0.0,0.0,0.002623528761102158
4.12,0.03333333333333333,2.3452560832407413e-05,0.0,0.0,0.0022939173637964026
4.14,0.03333333333333333,6.59433267047033e-05,0.0,0.0,0.0019496923444245972
4.16,0.03333333333333333,0.00010144025460939106,0.0,0.0,0.0015982606195720096
4.18,0.03333333333333333,0.00012987375148758407,0.0,0.0,0.0012470625418439956
4.2,0.03333333333333333,0.00015132275628315062,0.0,0.0,0.0009034502596245897
4.22,0.03333333333333333,0.000166011761872568,0.0,0.0,0.0005745674731799013
4.24,0.03333333333333333,0.00017430545521034642,0.0,0.0,0.0002672323981004563
4.26,0.03333333333333333,0.0001767010577965865,0.0,0.0,-1.2174296037058795e-05
4.28,0.03333333333333333,0.00017381848336886385,0.0,0.0,-0.0002578148728222228
4.3,0.03333333333333333,0.0001663884628836978,0.0,0.0,-0.00046449163682177374
4.32,0.03333333333333333,0.00015523881789599272,0.0,0.0,-0.000627734274314052
4.34,0.03333333333333333,0.0001412790919111358,0.0,0.0,-0.0007438760786252119
4.36,0.03333333333333333,0.00012548377475098414,0.0,0.0,-0.0008101178712315621
4.38,0.03333333333333333,0.00010887437706187333,0.0,0.0,-0.0008245786070953318
4.4,0.03333333333333333,9.250063046717086e-05,0.0,0.0,-0.0007863318453538355
4.42,0.03333333333333333,7.742110324771984e-05,0.0,0.0,-0.000695427471752061
4.44,0.03333333333333333,6.468353159708851e-05,0.0,0.0,-0.0005528982741898746
4.46,0.03333333333333333,5.530517228012468e-05,0.0,0.0,-0.00036075119439472675
4.48,0.03333333333333333,5.025348382129963e-05,0.0,0.0,-0.00012194330385458083
4.5,0.03333333333333333,5.0427440125941216e-05,0.0,0.0,0.00015965722245624646
4.5200000000000005,0.03333333333333333,5.663977271954976e-05,0.0,0.0,0.00047932463860796983
4.54,0.03333333333333333,6.960042567025973e-05,0.0,0.0,0.000831542954315986
4.5600000000000005,0.03333333333333333,8.990149089218956e-05,0.0,0.0,0.001210086136509595
4.58,0.03333333333333333,0.00011800387113064324,0.0,0.0,0.001608110072180871
4.6000000000000005,0.03333333333333333,0.00015422589377942481,0.0,0.0,0.0020182549994240914
4.62,0.03333333333333333,0.0001987340711076066,0.0,0.0,0.0024327569519967326
4.64,0.03333333333333333,0.00025153617185929205,0.0,0.0,0.002843566621382192
4.66,0.03333333333333333,0.00031247673596289475,0.0,0.0,0.0032424739213294538
4.68,0.03333333333333333,0.00038123512871246994,0.0,0.0,0.0036212364449983974
4.7,0.03333333333333333,0.0004573261937628311,0.0,0.0,0.0039717099356340255
4.72,0.03333333333333333,0.0005401035261378308,0.0,0.0,0.004285978849231155
4.74,0.03333333333333333,0.0006287653477320778,0.0,0.0,0.004556485072690124
4.76,0.03333333333333333,0.0007223629290454357,0.0,0.0,0.0047761528738437635
4.78,0.03333333333333333,0.0008198114626858288,0.0,0.0,0.00493850820041989
4.8,0.03333333333333333,0.0009199032570622314,0.0,0.0,0.005037790513050894
4.82,0.03333333333333333,0.0010213230832078648,0.0,0.0,0.005069055432030324
4.84,0.03333333333333333,0.0011226654743434446,0.0,0.0,0.00502826659742495
4.86,0.03333333333333333,0.0012224537471048629,0.0,0.0,0.004912375285813748
4.88,0.03333333333333333,0.0013191604857759947,0.0,0.0,0.004719386492418293
4.9,0.03333333333333333,0.0014112292068015945,0.0,0.0,0.00444841037247546
4.92,0.03333333333333333,0.0014970969006750136,0.0,0.0,0.0040996981378525615
4.94,0.03333333333333333,0.0015752171323156967,0.0,0.0,0.0036746617213396643
4.96,0.03333333333333333,0.0016440833695286008,0.0,0.0,0.0031758767487744255
4.98,0.03333333333333333,0.0017022522022666735,0.0,0.0,0.0026070685949898045
5.0,0.03333333333333333,0.0017483661133281935,0.0,0.0,0.0019730815402235133
5.0200000000000005,0.03333333333333333,0.0017811754638756136,0.0,0.0,0.0012798312857018046
5.04,0.03333333333333333,0.0017995593647562663,0.0,0.0,0.000534241327191369
5.0600000000000005,0.03333333333333333,0.0018025451169632676,0.0,0.0,-0.0002558360800217832
5.08,0.03333333333333333,0.0017893259215553958,0.0,0.0,-0.0010817134053519029
5.1000000000000005,0.03333333333333333,0.0017592765807491906,0.0,0.0,-0.0019339746030632432
5.12,0.03333333333333333,0.0017119669374328669,0.0,0.0,-0.0028025937762712755
5.14,0.03333333333333333,0.0016471728296983418,0.0,0.0,-0.0036770641919142977
5.16,0.03333333333333333,0.001564884369756294,0.0,0.0,-0.004546535933658162
5.18,0.03333333333333333,0.0014653113923520159,0.0,0.0,-0.005399960342567969
5.2,0.03333333333333333,0.0013488859560535744,0.0,0.0,-0.006226239283362984
5.22,0.03333333333333333,0.0012162618210174972,0.0,0.0,-0.007014377188861377
5.24,0.03333333333333333,0.0010683108684991186,0.0,0.0,-0.007753633778206717
5.26,0.03333333333333333,0.0009061164698892289,0.0,0.0,-0.008433675316595293
5.28,0.03333333333333333,0.0007309638558353059,0.0,0.0,-0.009044722286070598
5.3,0.03333333333333333,0.0005443275784464052,0.0,0.0,-0.009577691368657685
5.32,0.03333333333333333,0.0003478562010889977,0.0,0.0,-0.010024329704424012
5.34,0.03333333333333333,0.0001433543902694447,0.0,0.0,-0.010377339477275453
5.36,0.03333333333333333,-6.723737800202106e-05,0.0,0.0,-0.010630490999353271
5.38,0.03333333333333333,-0.00028186524970468636,0.0,0.0,-0.010778722609289875
5.4,0.03333333333333333,-0.0004983862823736165,0.0,0.0,-0.010818225868462218
5.42,0.03333333333333333,-0.0007145942844431755,0.0,0.0,-0.010746514730529939
5.44,0.03333333333333333,-0.0009282468715948143,0.0,0.0,-0.010562477570435363
5.46,0.03333333333333333,-0.0011370933872605906,0.0,0.0,-0.010266411186851836
5.48,0.03333333333333333,-0.0013389033190688879,0.0,0.0,-0.009860036133725745
5.5,0.03333333333333333,-0.0015314948326096212,0.0,0.0,-0.009346492988789687
5.5200000000000005,0.03333333333333333,-0.0017127630386204753,0.0,0.0,-0.008730319426289289
5.54,0.03333333333333333,-0.0018807076096611936,0.0,0.0,-0.008017408224110296
5.5600000000000005,0.03333333333333333,-0.0020334593675848866,0.0,0.0,-0.007214946598386597
5.58,0.03333333333333333,-0.0021693054735966587,0.0,0.0,-0.0063313375178881
5.6000000000000005,0.03333333333333333,-0.00228671286830041,0.0,0.0,-0.0053761039024073365
5.62,0.03333333333333333,-0.002384349629692953,0.0,0.0,-0.0043597768504829715
5.64,0.03333333333333333,-0.0024611039423197254,0.0,0.0,-0.0032937692687138656
5.66,0.03333333333333333,-0.002516100400441507,0.0,0.0,-0.002190236484437419
5.68,0.03333333333333333,-0.002548713401697223,0.0,0.0,-0.0010619256126733062
5.7,0.03333333333333333,-0.0025585774249484382,0.0,0.0,7.798438572108324e-05
5.72,0.03333333333333333,-0.0025455940262683802,0.0,0.0,0.0012160498771999623
5.74,0.03333333333333333,-0.0025099354298604385,0.0,0.0,0.0023387347695216776
5.76,0.03333333333333333,-0.002452044635487514,0.0,0.0,0.003432585492395425
5.78,0.03333333333333333,-0.0023726320101646204,0.0,0.0,0.004484406417420601
5.8,0.03333333333333333,-0.002272668378790691,0.0,0.0,0.005481433368207493
5.82,0.03333333333333333,-0.0021533746754363197,0.0,0.0,0.006411502881707658
5.84,0.03333333333333333,-0.002016208263522385,0.0,0.0,0.007263214923806924
5.86,0.03333333333333333,-0.0018628460784840418,0.0,0.0,0.008026086835740215
5.88,0.03333333333333333,-0.001695164790092777,0.0,0.0,0.008690696391996884
5.9,0.03333333333333333,-0.0015152182228041658,0.0,0.0,0.009248811983837368
5.92,0.03333333333333333,-0.0013252123107392825,0.0,0.0,0.009693508103619256
5.94,0.03333333333333333,-0.0011274778986593947,0.0,0.0,0.010019264491792593
5.96,0.03333333333333333,-0.0009244417310675788,0.0,0.0,0.010222047518206132
5.98,0.03333333333333333,-0.0007185959979311489,0.0,0.0,0.010299372599528943
6.0,0.03333333333333333,-0.0005124668270864208,0.0,0.0,0.010250346702079
6.0200000000000005,0.03333333333333333,-0.0003085821298479886,0.0,0.0,0.010075690240869444
6.04,0.03333333333333333,-0.00010943921745164245,0.0,0.0,0.009777737957736876
6.0600000000000005,0.03333333333333333,8.252738846148648e-05,0.0,0.0,0.009360418640343733
6.08,0.03333333333333333,0.0002649775281621077,0.0,0.0,0.008829213825899856
6.1000000000000005,0.03333333333333333,0.00043569594149748056,0.0,0.0,0.008191095914799386
6.12,0.03333333333333333,0.000592621364754084,0.0,0.0,0.007454446396209994
6.140000000000001,0.03333333333333333,0.0007338737973458799,0.0,0.0,0.006628955156213829
6.16,0.03333333333333333,0.0008577795710026382,0.0,0.0,0.005725502095715283
6.18,0.03333333333333333,0.0009628938811744864,0.0,0.0,0.00475602252648713
6.2,0.03333333333333333,0.0010480204720621227,0.0,0.0,0.003733358036122243
6.22,0.03333333333333333,0.0011122282026193773,0.0,0.0,0.0026710947132042168
6.24,0.03333333333333333,0.0011548642605902905,0.0,0.0,0.0015833907999609695
6.26,0.03333333333333333,0.001175563834617817,0.0,0.0,0.0004847959885451447
6.28,0.03333333333333333,0.0011742561001320954,0.0,0.0,-0.0006099353031772392
6.3,0.03333333333333333,0.0011511664224907285,0.0,0.0,-0.0016860342515505923
6.32,0.03333333333333333,0.0011068147300700706,0.0,0.0,-0.0027289090612199023
6.34,0.03333333333333333,0.0010420100600419331,0.0,0.0,-0.003724335008031182
6.36,0.03333333333333333,0.0009578413297488224,0.0,0.0,-0.004658640594964351
6.38,0.03333333333333333,0.0008556644362433597,0.0,0.0,-0.005518887368204179
6.4,0.03333333333333333,0.0007370858350206542,0.0,0.0,-0.006293041016173622
6.42,0.03333333333333333,0.0006039427955964152,0.0,0.0,-0.006970131481934018
6.44,0.03333333333333333,0.00045828057574329265,0.0,0.0,-0.0075403999574361145
6.46,0.03333333333333333,0.0003023267972989709,0.0,0.0,-0.007995430794879143
6.48,0.03333333333333333,0.0001384633439481263,0.0,0.0,-0.008328266563719567
6.5,0.03333333333333333,-3.080386524981187e-05,0.0,0.0,-0.008533504699115534
6.5200000000000005,0.03333333333333333,-0.0002028768440164955,0.0,0.0,-0.008607374425928157
6.54,0.03333333333333333,-0.0003750988422869384,0.0,0.0,-0.008547792898652134
6.5600000000000005,0.03333333333333333,-0.000544788559962581,0.0,0.0,-0.008354399768418187
6.58,0.03333333333333333,-0.0007092748330236664,0.0,0.0,-0.008028569669880529
6.6000000000000005,0.03333333333333333,-0.0008659313467578021,0.0,0.0,-0.007573402409619109
